change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNDKG,Dongkeng,Dongkeng,JX,--3-----,RL,0907,,2737N 11412E,,27.616667,114.200000,0
,CNDGL,"Dongli ,Tianjing","Dongli ,Tianjing",TJ,--3--6--,AA,2301,,3905N 11718E,,39.083333,117.300000,0
,CNDOP,Donglian Port,Donglian Port,GD,1-------,RQ,1007,,2275N 11461E,,23.250000,115.016667,1
,CNDLI,Dongliu,Dongliu,AH,1-------,RL,1401,,,,,,1
,CNDOM,Dongming,Dongming,37,--3-----,RL,0901,,3517N 11505E,,35.283333,115.083333,0
,CNDON,Dongning,Dongning,HL,--3-----,AS,1601,,4403N 13107E,,44.050000,131.116667,0
,CNDGP,Dongping,Dongping,GD,1-------,AS,1401,,2143N 11213E,,21.716667,112.216667,1
,CNDSN,Dongshan Pt,Dongshan Pt,FJ,1-------,AS,1407,,,,,,1
,CNDSI,Dongshi,Dongshi,42,1-------,AS,0901,,,,,,1
,CNDSH,Dongshi,Dongshi,FJ,1-------,AS,1601,,2440N 11828E,,24.666667,118.466667,1
,CNDSB,Dongsunba,Dongsunba,CQ,1-------,RL,1401,,,,,,1
,CNDGT,Dongtai,Dongtai,JS,--3-----,RL,2007,,3250N 12018E,,32.833333,120.300000,0
,CNDOX,Dongxing,Dongxing,GX,1-3----B,AS,1407,,2129N 10759E,,21.483333,107.983333,1
,CNDYA,Dongyang,Dongyang,33,--3-----,RL,0901,,2916N 12013E,,29.266667,120.216667,0
,CNDYN,Dongying,Dongying,SD,123-----,AS,2107,,3725N 11841E,,37.416667,118.683333,1
,CNDOZ,Dongzhang,Dongzhang,JS,1-------,RL,1401,,,,,,1
,CNDHD,Douhudi,Douhudi,HB,1-------,RL,1401,,,,,,1
,CNDOU,Doumen Pt,Doumen Pt,GD,1-------,AS,1601,,2212N 11317E,,22.200000,113.283333,1
,CNDCG,Ducheng,Ducheng,HB,1-------,RL,1401,,,,,,1
,CNDLT,Dulata,Dulata,XJ,--3-----,AS,0901,,,,,,0
,CNDUL,Dulong,Dulong,YN,--3--6--,AS,2001,,2247N 10430E,,22.783333,104.500000,0
¦,CNDNH,Dunhuang,Dunhuang,GS,-234----,RL,2407,,4009N 09440E,,40.150000,94.666667,0
,CNDUR,Duruan Town,Duruan Town,GD,--3-----,RL,1401,,,,,,0
,CNDSZ,Dushanzi,Dushanzi,XJ,-----6--,RL,0901,,4420N 08451E,,44.333333,84.850000,0
,CNEBD,Ebuduge,Ebuduge,NM,--3-----,AS,1401,,,,,,0
,CNECG,Echeng,Echeng,HB,1-------,RL,1401,,,,,,1
,CNESN,Enshi,Enshi,HB,-----6--,AS,1801,,3017N 10929E,,30.283333,109.483333,0
,CNENH,Enshi Xujiaping Apt,Enshi Xujiaping Apt,HB,---4----,RL,1401,,,,,,0
,CNEBA,Erba,Erba,AH,1-------,RL,1401,,,,,,1
,CNRLC,Erenhot,Erenhot,NM,-2--5---,RL,1401,,,,,,0
,CNEGN,Ergun,Ergun,NM,1-3--6--,RL,1401,,,,,,1
,CNERC,Erlianhaote,Erlianhaote,NM,-23-----,AS,1401,,4338N 11158E,,43.633333,111.966667,0
,CNETK,Ertaokou,Ertaokou,HB,1-------,RL,1401,,,,,,1
,CNEZH,Ezhou,Ezhou,HB,123-----,RL,0601,,3024N 11449E,,30.400000,114.816667,1
,CNFKU,Faku,Faku,21,-----6--,RL,0901,,4230N 12324E,,42.500000,123.400000,0
,CNFAN,Fangcheng Pt,Fangcheng Pt,GX,1-------,AS,1601,,2146N 10821E,,21.766667,108.350000,1
,CNFCN,Fangcun,Fangcun,44,--3-----,RL,0901,,2306N 11327E,,23.100000,113.450000,0
,CNFAS,Fangshan,Fangshan,11,--3-----,RL,0901,,3941N 11559E,,39.683333,115.983333,0
,CNFAX,Fangxianzhen,Fangxianzhen,32,--3-----,RL,0901,,3230N 11922E,,32.500000,119.366667,0
,CNFEC,Feicheng,Feicheng,37,--3-----,RL,0901,,3614N 11645E,,36.233333,116.750000,0
,CNFCH,Fengcheng,Fengcheng,SD,1-------,AS,1401,,3642N 12114E,,36.700000,121.233333,1
,CNFDU,Fengdu,Fengdu,CQ,1-------,RL,1401,,,,,,1
,CNFEN,Fenggang,Fenggang,GD,--3-----,RL,9805,,,,,,0
,CNFGG,Fengguang,Fengguang,JL,--3-----,RL,0907,,4414N 12638E,,44.233333,126.633333,0
+,CNFEH,Fenghua,Fenghua,ZJ,12------,AA,2407,,2939N 12124E,,29.650000,121.400000,1
,CNFJE,Fengjie,Fengjie,CQ,1-------,RL,1401,,,,,,1
,CNFKI,Fengkai,Fengkai,GD,1-3-----,RL,1401,,2303N 11227E,,23.050000,112.450000,1
,CNFGX,Fengxian,Fengxian,SH,--3--6--,AS,1407,,3055N 12127E,,30.916667,121.450000,0
=,CN,Foochow = Fuzhou Changle International Apt,Foochow = Fuzhou Changle International Apt,,,,,,,,,,0
,CNFOS,Foshan,Foshan,GD,-23-----,AS,2107,,2302N 11306E,,23.033333,113.100000,0
,CNFUO,Foshan Apt,Foshan Apt,GD,---4----,RL,1401,,,,,,0
,CNFRT,Foshan New Pt,Foshan New Pt,GD,1-------,RL,1401,,,,,,1
,CNFUC,Fucheng,Fucheng,GD,1-------,RL,1401,,,,,,1
,CNFAG,Fugang,Fugang,GD,1-------,RL,1401,,,,,,1
,CNFUJ,Fujin,Fujin,HL,1-------,AS,1401,,4715N 13202E,,47.250000,132.033333,1
,CNFKA,Fukang,Fukang,XJ,--3-----,RL,1707,,4408N 08756E,,44.133333,87.933333,0
,CNFLG,Fuling,Fuling,CQ,1-3-----,RL,0601,,2942N 10720E,,29.700000,107.333333,1
,CNFPG,Fuping,Fuping,14,--3-----,RL,0901,,3430N 10930E,,34.500000,109.500000,0
,CNFQG,Fuqing,Fuqing,35,--3-----,RL,0901,,2543N 11922E,,25.716667,119.366667,0
,CNFUQ,Fuquan,Fuquan,GZ,--3-----,,1907,,2642N 10733E,,26.700000,107.550000,0
,CNFSA,Fushan,Fushan,JS,1-------,RL,1401,,,,,,1
,CNFSN,Fushun,Fushun,LN,-----6--,AS,1601,,4151N 12354E,,41.850000,123.900000,0
,CNFSI,Fusui,Fusui,GX,1-------,RL,1401,,,,,,1
,CNFUT,Futian,Futian,GD,--3-----,AS,1401,,2229N 11414E,,22.483333,114.233333,0
,CNFWN,Fuwan,Fuwan,GD,1-------,RL,1401,,,,,,1
,CNFUX,Fuxin,Fuxin,LN,--3-----,RL,9901,,,,,,0
,CNFXG,Fuxing,Fuxing,AH,1-------,RL,1401,,,,,,1
,CNFUN,Fuyang,Fuyang,33,--3-----,RL,0901,,3003N 11957E,,30.050000,119.950000,0
,CNFYS,Fuyang,Fuyang,AH,-----6--,AS,1407,,,,,,0
,CNFYX,Fuyang Xiguan Apt,Fuyang Xiguan Apt,AH,---4----,RL,1401,,,,,,0
,CNFNG,Fuyong,Fuyong,GD,1-3-----,RL,0207,,2239N 11347E,,22.650000,113.783333,1
,CNFYG,Fuyong,Fuyong,YN,--3-----,RL,0907,,2253N 09948E,,22.883333,99.800000,0
,CNFUY,Fuyuan,Fuyuan,HL,1-------,AS,1601,,4821N 13418E,,48.350000,134.300000,1
,CNFYN,Fuyun,Fuyun,XJ,---4----,RL,1401,,4702N 08929E,,47.033333,89.483333,0
,CNZZU,Fuzhou,Fuzhou,FJ,123-----,AS,2107,,2431N 11739E,,24.516667,117.650000,1
,CNFUZ,Fuzhou,Fuzhou,JX,----56--,AS,1801,,2810N 11620E,,28.166667,116.333333,0
,CNFZH,Fuzhou,Fuzhou,FJ,1--45---,AS,1401,,2605N 11918E,,26.083333,119.300000,1
,CNFOC,Fuzhou Changle International Apt,Fuzhou Changle International Apt,FJ,---4----,AS,1601,,,,,,0
,CNFZG,Fuzhou Pt,Fuzhou Pt,FJ,1-------,AS,1401,,,,,,1
,CNFZX,Fuzhouxingang,Fuzhouxingang,FJ,1-------,AS,1407,,,,,,1
,CNGAI,Gaizhou,Gaizhou,21,--3-----,RL,0901,,4023N 12227E,,40.383333,122.450000,0
,CNGAL,Galolan,Galolan,JX,--3-----,RL,0201,,2803N 11442E,,28.050000,114.700000,0
,CNGUL,Gangluan,Gangluan,SD,1-------,RL,1401,,,,,,1
,CNGQD,Ganqmod,Ganqmod,NM,--3-----,AS,9506,,,,,,0
,CNGZH,Ganzhou,Ganzhou,JX,-23--6--,AS,2007,,2852N 11456E,,28.866667,114.933333,0
,CNKOW,Ganzhou Huangjin Apt,Ganzhou Huangjin Apt,JX,---4----,RL,1401,,,,,,0
,CNGBU,Gaobu,Gaobu,GD,--3-----,RL,0607,,2309N 11555E,,23.150000,115.916667,0
,CNGOC,Gaochun,Gaochun,32,--3-----,RL,0901,,3119N 11852E,,31.316667,118.866667,0
,CNGAO,Gaogang,Gaogang,JS,1-------,AS,1401,,3218N 11951E,,32.300000,119.850000,1
,CNGLN,Gaolan,Gaolan,GS,123-----,RL,0601,,3619N 10356E,,36.316667,103.933333,1
,CNGON,Gaolan,Gaolan,GD,1-3-----,RL,1401,,2155N 11315E,,21.916667,113.250000,1
,CNGLA,Gaolan,Gaolan,JX,-----6--,RQ,1001,,2534N 11536E,,25.566667,115.600000,0
,CNGLG,Gaoleng,Gaoleng,HL,1-------,RL,1401,,,,,,1
,CNGMI,Gaomi,Gaomi,37,-----6--,RL,0901,,3623N 11945E,,36.383333,119.750000,0
,CNGOM,Gaoming Pt,Gaoming Pt,GD,1-------,AS,1601,,2253N 11250E,,22.883333,112.833333,1
,CNGSH,Gaosha,Gaosha,GD,1-------,AS,1401,,,,,,1
,CNGTG,Gaotang,Gaotang,SD,--3-----,RL,0601,,3651N 11614E,,36.850000,116.233333,0
,CNGAY,Gaoyao,Gaoyao,GD,--3-----,RL,9805,,,,,,0
,CNGYU,Gaoyou,Gaoyou,JS,--3-----,RL,1401,,3247N 11925E,,32.783333,119.416667,0
,CNGXC,Gaozhou,Gaozhou,35,-----6--,RL,0901,,2537N 11746E,,25.616667,117.766667,0
,CNGDI,Gedian,Gedian,HB,1-------,RL,1401,,,,,,1
,CNGOQ,Golmud,Golmud,QH,---4----,RL,1401,,3438N 09852E,,34.633333,98.866667,0
,CNGGN,Gongan,Gongan,HB,1-------,RL,1401,,,,,,1
,CNGBP,Gongbei,Gongbei,GD,--3-5---,AS,1601,,2213N 11333E,,22.216667,113.550000,0
,CNGGU,Gongguan,Gongguan,GX,1-------,RL,1401,,,,,,1
,CNGGK,Gongkou,Gongkou,FJ,1-------,AS,1401,,2338N 11714E,,23.633333,117.233333,1
,CNGLU,Gonglu,Gonglu,31,--3-----,RL,0901,,3115N 12140E,,31.250000,121.666667,0
,CNGOG,Gongming,Gongming,GD,1-3-----,RL,0507,,2247N 11352E,,22.783333,113.866667,1
,CNTSG,Gongyi,Gongyi,GD,1-------,AS,1407,,2215N 11248E,,22.250000,112.800000,1
,CNGBZ,Goubangzi,Goubangzi,21,-----6--,RL,0901,,4121N 12146E,,41.350000,121.766667,0
,CNGAN,Gu'an,Gu'an,HE,--3-----,RL,1401,,3925N 11617E,,39.416667,116.283333,0
,CNGBG,Guanbu Pt,Guanbu Pt,GD,1-------,AS,1401,,,,,,1
,CNGCH,Guancheng,Guancheng,GD,1-------,AS,1601,,,,,,1
,CNGDU,Guandu,Guandu,GD,--3-----,RL,1401,,2123N 11026E,,21.383333,110.433333,0
¦,CNGNA,Guang'ao,Guang'ao,GD,1-3-----,RL,2407,,2314N 11646E,,23.233333,116.766667,1
,CNGBT,Guangbaotong,Guangbaotong,GD,1-------,RL,1401,,,,,,1
,CNGUT,Guangdong Terminal,Guangdong Terminal,GD,1-------,RQ,1007,,2234N 11426E,,22.566667,114.433333,1
,CNGFU,Guangfu,Guangfu,GD,--3-----,RL,1401,,,,,,0
,CNGHI,Guanghai Pt,Guanghai Pt,GD,1-------,AS,1407,,2158N 11248E,,21.966667,112.800000,1
,CNGHN,Guanghan,Guanghan,SC,---4----,RL,1401,,3028N 10639E,,30.466667,106.650000,0
,CNLHK,Guanghua,Guanghua,HB,---4----,RL,1401,,,,,,0
,CNGLI,Guangli,Guangli,GD,1-------,RL,1401,,,,,,1
,CNGNI,Guangning,Guangning,LN,1-------,RL,1401,,,,,,1
,CNGNG,Guangning,Guangning,GD,1-------,RL,1401,,,,,,1
,CNYCU,Guangong Apt/Yuncheng,Guangong Apt/Yuncheng,SX,--34----,RL,2201,,3501N 11100E,,35.016667,111.000000,0
,CNGRO,Guangrao,Guangrao,SD,--3-----,RL,1401,,3704N 11822E,,37.066667,118.366667,0
,CNGGS,Guangshui,Guangshui,42,--3-----,RL,0901,,3136N 11348E,,31.600000,113.800000,0
,CNGYS,Guangyuan,Guangyuan,SC,-234-6--,RL,2307,,,,,,0
,CNGGZ,Guangzhou,Guangzhou,GD,12345---,AS,1401,,2308N 11314E,,23.133333,113.233333,1
,CNCAN,Guangzhou Baiyun International Apt,Guangzhou Baiyun International Apt,GD,---4----,AS,1601,,,,,,0
¦,CNGZG,Guangzhou Pt,Guangzhou Pt,GD,1-------,AS,2407,,2308N 11314E,,23.133333,113.233333,1
,CNGZC,Guangzhouchuanchang,Guangzhouchuanchang,GD,1-------,AS,1401,,,,,,1
,CNGUZ,Guangzhoudong Railway Station,Guangzhoudong Railway Station,GD,-2------,AS,1601,,,,,,0
,CNGUN,Guanlan,Guanlan,GD,--3-----,RL,0001,,,,,,0
,CNGNL,Guanlin,Guanlin,HA,--3-----,RL,0607,,3436N 11228E,,34.600000,112.466667,0
,CNGNY,Guanyao,Guanyao,GD,--3-----,RL,1401,,,,,,0
,CNGYO,Guanyao,Guanyao,HB,1-------,RL,1401,,,,,,1
,CNGCL,Guchengli,Guchengli,22,--3-----,AS,0901,,,,,,0
,CNCZH,Gud,Gud,45,--3-----,RL,0901,,2418N 10923E,,24.300000,109.383333,0
,CNGCG,Guicheng,Guicheng,GD,--3-----,RL,1401,,,,,,0
,CNGCE,Guicheng,Guicheng,GX,-23--6--,RL,0507,,2305N 10936E,,23.083333,109.600000,0
,CNGUG,Guigang,Guigang,GX,1-------,AS,1401,,2306N 10936E,,23.100000,109.600000,1
,CNGUI,Guilin,Guilin,GX,123-----,RL,1701,,2516N 11017E,,25.266667,110.283333,1
,CNKWL,Guilin Liangjiang International Apt,Guilin Liangjiang International Apt,GX,---4----,AS,1401,,,,,,0
,CNGYG,Guilinyang,Guilinyang,HI,--3-----,RL,1401,,1958N 11025E,,19.966667,110.416667,0
,CNGPG,Guiping,Guiping,GX,1-------,RL,1401,,,,,,1
,CNGIS,Guishan,Guishan,GD,1-------,AS,1401,,2208N 11349E,,22.133333,113.816667,1
,CNGTI,Guitai,Guitai,45,--3-----,RL,0901,,2210N 10819E,,22.166667,108.316667,0
,CNGXI,Guixi,Guixi,JX,-2------,RL,1401,,,,,,0
,CNGYA,Guiyang,Guiyang,GZ,-2-45---,AS,1401,,2635N 10642E,,26.583333,106.700000,0
,CNKWE,Guiyang Longdongbao International Apt,Guiyang Longdongbao International Apt,GZ,---4----,AS,1601,,,,,,0
,CNGZU,Guizhou,Guizhou,GD,--3-----,RL,0207,,2245N 11314E,,22.750000,113.233333,0
,CNGJG,Gujing,Gujing,GD,--3-----,RL,0601,,2221N 11306E,,22.350000,113.100000,0
,CNGLE,Gulei,Gulei,FJ,-----6--,RL,1107,,2343N 11735E,,23.716667,117.583333,0
,CNGZE,Guzhen,Guzhen,GD,1-3--6--,RL,0607,,2236N 11310E,,22.600000,113.166667,1
,CNGIR,Gyirong,Gyirong,XZ,--3-----,AS,1601,,,,,,0
,CNXWH,Haian,Haian,GD,1-------,AS,1407,,,,,,1
,CNHAA,Hai'an,Hai'an,JS,--3-----,AA,2207,,3232N 12027E,,32.533333,120.450000,0
,CNXMH,"Haicang, Xiamen","Haicang, Xiamen",FJ,1----6--,RL,2207,,,,,,1
,CNHAG,Haicheng,Haicheng,LN,--3-----,RL,9901,,,,,,0
,CNHDN,Haidian,Haidian,HI,1-------,RL,1401,,,,,,1
,CNHGN,Haigeng,Haigeng,AH,1-------,RL,1401,,,,,,1
,CNHKN,Haikang,Haikang,GD,--3-----,RL,1401,,2041N 10946E,,20.683333,109.766667,0
,CNHKO,Haikou,Haikou,HI,1--45---,AS,1401,,2002N 11020E,,20.033333,110.333333,1
,CNHAK,Haikou Meilan International Apt,Haikou Meilan International Apt,HI,---4----,AS,1601,,,,,,0
,CNHXG,Haikou New Pt,Haikou New Pt,HI,1-------,AS,1407,,2015N 10850E,,20.250000,108.833333,1
,CNHIG,Haikou Pt,Haikou Pt,HI,1-------,AS,1401,,2002N 11010E,,20.033333,110.166667,1
,CNHME,Haimen,Haimen,ZJ,1-------,RL,1707,,2840N 12126E,,28.666667,121.433333,1
,CNCYH,Haimen,Haimen,GD,1-------,AS,1407,,,,,,1
,CNHIM,Haimiao,Haimiao,SD,1-------,RL,1401,,,,,,1
,CNHIN,Haining,Haining,ZJ,--3-----,RL,0401,,3031N 12041E,,30.516667,120.683333,0
,CNHAT,Haitang/Shekou,Haitang/Shekou,GD,--3-----,RL,1401,,,,,,0
,CNHHT,Haitian Terminal/ Xiamen,Haitian Terminal/ Xiamen,FJ,1-3--6--,RQ,0907,,2706N 12018E,,27.100000,120.300000,1
,CNHTO,Haitou,Haitou,JS,1-------,RL,1401,,,,,,1
,CNHIY,Haiyan,Haiyan,ZJ,--3-----,RQ,1007,,3031N 12056E,,30.516667,120.933333,0
,CNHAD,Haiyang,Haiyang,37,--3--6--,RQ,0901,,,,,,0
,CNHAY,Haiyang,Haiyang,32,--3-----,RL,0901,,2803N 12057E,,28.050000,120.950000,0
,CNHIZ,Haizhu,Haizhu,GD,--3-----,RL,1401,,,,,,0
,CNHMI,Hami,Hami,XJ,---4----,RL,1401,,4229N 09330E,,42.483333,93.500000,0
,CNHDS,Handan,Handan,HE,-----6--,AS,1407,,,,,,0
=,CN,Hangchow = Hangzhou Xiaoshan International Apt,Hangchow = Hangzhou Xiaoshan International Apt,,,,,,,,,,0
,CNHAZ,Hangzhou,Hangzhou,ZJ,-2-45---,AS,2007,,3016N 12010E,,30.266667,120.166667,0
,CNHGH,Hangzhou Xiaoshan International Apt,Hangzhou Xiaoshan International Apt,ZJ,---4----,AS,1601,,,,,,0
,CNHAN,Hanjiang,Hanjiang,FJ,--3-----,RL,0207,,2527N 11906E,,25.450000,119.100000,0
,CNHNK,Hankou,Hankou,HB,-23-----,RQ,0907,,3035N 11416E,,30.583333,114.266667,0
=,CN,Hankow = Wuhan Tianhe International Apt,Hankow = Wuhan Tianhe International Apt,,,,,,,,,,0
,CNHZG,Hanzhong,Hanzhong,61,--3-----,RL,0901,,3304N 10701E,,33.066667,107.016667,0
,CNHXE,Haoxue,Haoxue,HB,1-------,RL,1401,,,,,,1
,CNHRN,Harbin,Harbin,HL,12-45---,AS,1401,,4544N 12636E,,45.733333,126.600000,1
,CNHBG,Harbin Pt,Harbin Pt,HL,1-------,AS,1401,,,,,,1
,CNHBZ,Harbin Railway Station,Harbin Railway Station,HL,-2------,AS,1601,,,,,,0
,CNHRB,Harbin Taiping International Apt,Harbin Taiping International Apt,HL,---4----,AS,1601,,,,,,0
X,CNHEB,Hebei,Hebei,HE,1-3-----,XX,2407,,3953N 11517E,,39.883333,115.283333,1
+,CNHEI,Hebi,Hebi,HA,-23--6--,,2407,,3545N 11417E,,35.750000,114.283333,0
,CNHCH,Hechi,Hechi,45,--3-----,RL,0901,,2442N 10802E,,24.700000,108.033333,0
,CNHFI,Hefei,Hefei,AH,-2-45---,AS,2001,,3152N 11717E,,31.866667,117.283333,0
,CNHFE,Hefei Xinqiao International Apt,Hefei Xinqiao International Apt,AH,---4----,AS,1601,,,,,,0
,CNHEK,Heihe,Heihe,HL,1-----7-,AS,1601,,5014N 12729E,,50.233333,127.483333,1
,CNHSA,Heishan,Heishan,21,-----6--,RL,0901,,4141N 12206E,,41.683333,122.100000,0
,CNHST,Heishantou,Heishantou,NM,1-------,AS,1601,,5012N 11923E,,50.200000,119.383333,1
,CNXHH,Hekou,Hekou,GD,1-------,AS,1407,,,,,,1
,CNHKM,Hekou,Hekou,YN,-23-5---,AS,1601,,2231N 10359E,,22.516667,103.983333,0
,CNHLW,Heliwei,Heliwei,GD,1-------,AS,1401,,,,,,1
,CNENP,Hengban,Hengban,GD,1-------,AS,1601,,2212N 11219E,,22.200000,112.316667,1
,CNHEN,Hengdian,Hengdian,33,--3-----,RL,0901,,2909N 12018E,,29.150000,120.300000,0
,CNHNG,Henggang,Henggang,GD,--3-----,RQ,9705,,,,,,0
,CNHNI,Hengli,Hengli,GD,1-3--6--,RL,0601,,2310N 11437E,,23.166667,114.616667,1
,CNHGQ,Hengqin,Hengqin,GD,--3-----,AS,1601,,2207N 11332E,,22.116667,113.533333,0
,CNHXA,Hengxian,Hengxian,GX,1-------,RL,1401,,,,,,1
,CNHNY,Hengyang,Hengyang,HN,-234-6--,AS,1601,,2653N 11237E,,26.883333,112.616667,0
,CNHES,Henshui,Henshui,13,--3-----,RL,0901,,3743N 11542E,,37.716667,115.700000,0
,CNHPT,Heping,Heping,TJ,-----6--,RL,1107,,3907N 11711E,,39.116667,117.183333,0
,CNHEP,Hepu,Hepu,45,--3-----,RL,0901,,2129N 10906E,,21.483333,109.100000,0
,CNHAS,Heshan,Heshan,GX,12------,RL,1401,,,,,,1
,CNHSN,Heshan Pt,Heshan Pt,GD,1-------,AS,1601,,2246N 11257E,,22.766667,112.950000,1
,CNHHU,Heshun,Heshun,GD,--3-----,RL,0607,,2312N 11305E,,23.200000,113.083333,0
,CNHTG,Hetang,Hetang,GD,1-------,AS,1401,,2239N 11308E,,22.650000,113.133333,1
,CNHYA,Heyang,Heyang,61,--3-----,RL,0901,,3514N 11008E,,35.233333,110.133333,0
,CNHEY,Heyuan,Heyuan,GD,--3-----,AS,1601,,2343N 11441E,,23.716667,114.683333,0
,CNHZS,Heze,Heze,SD,-23-----,AS,1407,,3512N 11537E,,35.200000,115.616667,0
,CNHEZ,Hezhou,Hezhou,GX,----56--,AS,1801,,2241N 10916E,,22.683333,109.266667,0
,CNHHH,Hohhot,Hohhot,NM,-2345---,AS,1601,,4048N 11141E,,40.800000,111.683333,0
,CNHET,Hohhot Baita International Apt,Hohhot Baita International Apt,NM,---4----,AS,1601,,,,,,0
,CNHOD,Hongdu,Hongdu,GX,1-------,RL,1401,,,,,,1
,CNHGG,Hongguang Pt,Hongguang Pt,ZJ,1-------,AS,1407,,,,,,1
,CNSHW,Honghai,Honghai,HI,--3-----,RL,0307,,1939N 11101E,,19.650000,111.016667,0
,CNBLX,Honghai Pt,Honghai Pt,GD,1-------,AS,1407,,2310N 11416E,,23.166667,114.266667,1
,CNHOH,Honghu,Honghu,HB,1-------,RL,1401,,,,,,1
,CNHGA,Honghua,Honghua,HB,1-------,RL,1401,,,,,,1
,CNHGK,Hongkou,Hongkou,SH,--3-----,RL,1401,,,,,,0
,CNHOQ,Hongqi,Hongqi,GD,1-------,RL,1401,,,,,,1
,CNHGO,Hongqiao,Hongqiao,SH,--3--6--,RL,1401,,,,,,0
,CNHNT,Hongtong,Hongtong,61,--3-----,RL,0901,,3615N 11140E,,36.250000,111.666667,0
,CNHGW,Hongwan,Hongwan,GD,--3-----,RL,1401,,2210N 11328E,,22.166667,113.466667,0
,CNHON,Hongze Xian,Hongze Xian,32,--3-----,RL,0901,,3317N 11850E,,33.283333,118.833333,0
,CNHRS,Horgos,Horgos,XJ,-23---7-,AS,2007,,4403N 08050E,,44.050000,80.833333,0
,CNHTN,Hotan Apt,Hotan Apt,XJ,---4----,RL,1401,,3702N 07952E,,37.033333,79.866667,0
,CNHOA,Houan,Houan,HI,--3-----,RL,1401,,1851N 11026E,,18.850000,110.433333,0
,CNHOU,Houjie,Houjie,GD,1-3-----,RL,0407,,2256N 11338E,,22.933333,113.633333,1
,CNHOM,Houma,Houma,SX,-----6--,AS,1401,,3537N 11121E,,35.616667,111.350000,0
,CNTCH,Houqiao,Houqiao,YN,--3-----,AS,1407,,2501N 09830E,,25.016667,98.500000,0
,CNHZU,Houzhu,Houzhu,FJ,1-3--6--,RL,0407,,2453N 11840E,,24.883333,118.666667,1
=,CN,Hsinkang = Changchun Longjia International Apt,Hsinkang = Changchun Longjia International Apt,,,,,,,,,,0
,CNHCN,Huachuan,Huachuan,HL,1-------,AS,1401,,4701N 13042E,,47.016667,130.700000,1
,CNHDU,Huadu,Huadu,GD,--3-----,RL,0907,,2324N 11313E,,23.400000,113.216667,0
,CNHDG,Huadu Pt,Huadu Pt,GD,1-------,AS,1401,,,,,,1
,CNHIA,Huai'an,Huai'an,JS,--3-----,RL,1401,,3330N 11908E,,33.500000,119.133333,0
,CNHBI,Huaibei,Huaibei,AH,--3-----,RL,0207,,3358N 11647E,,33.966667,116.783333,0
,CNIHE,Huaihe,Huaihe,JS,--3-----,RQ,1007,,3315N 11823E,,33.250000,118.383333,0
¦,CNHJJ,Huaihua,Huaihua,HN,-234-6--,RL,2407,,2734N 11001E,,27.566667,110.016667,0
,CNHIJ,Huaiji,Huaiji,GD,1-3-----,RL,1401,,2303N 11227E,,23.050000,112.450000,1
,CNHLI,Huailai,Huailai,HE,123-----,RL,0907,,4022N 11530E,,40.366667,115.500000,1
,CNHII,Huainan,Huainan,AH,--3-----,RQ,0907,,3237N 11659E,,32.616667,116.983333,0
,CNAIN,Huaiyin,Huaiyin,JS,1-3--6--,RL,0407,,3338N 11901E,,33.633333,119.016667,1
,CNHBU,Huangbu,Huangbu,41,-----6--,RL,0901,,3310N 11410E,,33.166667,114.166667,0
,CNHGC,Huangcun,Huangcun,GD,--3-----,RL,1401,,,,,,0
,CNHUG,Huanggang,Huanggang,GD,--3-----,AS,1401,,2323N 11312E,,23.383333,113.200000,0
,CNHGE,Huangge,Huangge,GD,--3-----,RL,0212,,2249N 11329E,,22.816667,113.483333,0
,CNHNH,Huanghua,Huanghua,ZJ,1-------,AS,1407,,,,,,1
,CNHUH,Huanghua Pt,Huanghua Pt,HE,1-------,AS,1601,,3821N 11721E,,38.350000,117.350000,1
,CNHGJ,Huangjiang,Huangjiang,GX,1-3-----,RL,0601,,2506N 10720E,,25.100000,107.333333,1
,CNHJI,Huangjiang,Huangjiang,GD,1-------,RL,1401,,,,,,1
,CNHGP,Huangpi,Huangpi,HB,--3-----,RQ,0907,,3052N 11422E,,30.866667,114.366667,0
,CNWCH,Huangpo,Huangpo,GD,1-------,AS,1407,,,,,,1
,CNHUN,Huangpu New Port,Huangpu New Port,GD,1-------,AS,1901,,2305N 11330E,,23.083333,113.500000,1
,CNHUA,Huangpu Pt,Huangpu Pt,GD,1-------,AS,1601,,,,,,1
,CNHAQ,Huangqi/Nanhai,Huangqi/Nanhai,GD,1-------,RL,1401,,,,,,1
,CNHSK,Huangsangkou,Huangsangkou,HB,1-------,RL,1401,,,,,,1
,CNHSH,Huangshan,Huangshan,AH,--34----,RL,1401,,,,,,0
,CNTXN,Huangshan Tunxi International Apt,Huangshan Tunxi International Apt,AH,---4----,AS,1407,,,,,,0
,CNHIS,Huangshi,Huangshi,13,-23-----,AS,2107,,,,,,0
,CNHSI,Huangshi Pt,Huangshi Pt,HB,1-------,AS,1407,,3012N 11506E,,30.200000,115.100000,1
,CNANG,Huangxian,Huangxian,33,1----6--,RL,0901,,2933N 12134E,,29.550000,121.566667,1
,CNHYN,Huangyan,Huangyan,ZJ,1-34-6--,RL,0401,,2838N 12115E,,28.633333,121.250000,1
,CNHZO,Huangzhou,Huangzhou,HB,1-------,RL,1401,,,,,,1
,CNHNS,Huanshi,Huanshi,HB,1-------,RL,1401,,,,,,1
,CNHUS,Huashi,Huashi,JS,1-------,RL,1401,,,,,,1
